City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,del rio,29.3627,-100.8968,21.06,35,20,7.2,US,1707171095
289,asosa,10.0667,34.5333,20.02,31,96,2.11,ET,1707171096
290,makurazaki,31.2667,130.3167,9.5,71,33,4.64,JP,1707171096
291,kingston,17.997,-76.7936,25.53,96,100,7.72,JM,1707171096
292,uturoa,-16.7333,-151.4333,27.86,85,100,11.69,PF,1707170924
293,magistral'nyy,56.1725,107.4458,-11.46,86,100,1.97,RU,1707171097
294,vilyuysk,63.7553,121.6247,-38.33,100,87,1.34,RU,1707170930
295,leua,48.2156,18.6071,9.72,70,59,4.97,SK,1707170943
296,kiffa,16.6166,-11.4045,24.67,9,5,5.49,MR,1707171099
297,san pedro,14.35,121.0167,25.11,88,20,1.79,PH,1707170808
298,broome,42.2506,-75.833,3.63,64,0,5.66,US,1707171099
299,indramayu,-6.3264,108.32,25.49,89,98,2.99,ID,1707171100
300,oral,51.2333,51.3667,0.27,98,100,6.25,KZ,1707171100
301,nyurba,63.2842,118.3319,-30.84,100,99,0.79,RU,1707171101
302,buenos aires,-34.6132,-58.3772,31.1,78,0,8.75,AR,1707170809
303,victorica,-36.2151,-65.4359,37.24,25,82,3.95,AR,1707171101
304,pandan,14.0453,124.1694,25.34,86,79,5.58,PH,1707171102
305,portland,45.5234,-122.6762,9.78,93,100,4.12,US,1707170631
306,mecca,21.4267,39.8261,17.88,51,83,3.08,SA,1707171011
307,markaz-e hukumat-e darweshan,31.1323,64.1934,8.91,25,0,3.75,AF,1707171103
308,saint-philippe,-21.3585,55.7679,21.77,78,91,3.59,RE,1707171103
309,greenville,35.6127,-77.3663,13.09,42,0,4.12,US,1707170876
310,san antonio de pale,-1.4014,5.6325,27.75,75,79,2.43,GQ,1707171104
311,rio grande,-32.035,-52.0986,26.06,82,68,5.59,BR,1707170892
312,huarmey,-10.0681,-78.1522,26.16,73,33,3.4,PE,1707171104
313,changyon,38.2508,125.0961,-3.14,96,91,1.15,KP,1707171105
314,tazovsky,67.4667,78.7,-25.1,100,63,3.99,RU,1707170916
315,alofi,-19.0595,-169.9187,27.94,74,75,5.66,NU,1707170824
316,sangin,32.0728,64.8359,7.16,30,0,2.55,AF,1707171105
317,weno,7.4515,151.8468,27.5,70,64,9.84,FM,1707171106
318,piti village,13.4626,144.6933,27.49,78,75,5.66,GU,1707171106
319,linxia chengguanzhen,35.6003,103.2064,-5.94,92,100,1.32,CN,1707171106
320,pangai,-19.8,-174.35,27.07,77,79,8.37,TO,1707171107
321,bandarbeyla,9.4942,50.8122,25.13,78,62,5.67,SO,1707171107
322,south sioux city,42.4739,-96.4136,8.44,70,0,3.6,US,1707171107
323,vrangel',42.7297,133.0839,-8.89,59,96,2.18,RU,1707171108
324,vernon,50.2581,-119.2691,1.2,87,100,1.28,CA,1707170944
325,hongjiang,27.11,109.9956,-0.07,96,100,1.52,CN,1707171108
326,ketchikan,55.3422,-131.6461,4.63,81,40,6.69,US,1707171108
327,nola,40.922,14.5329,13.68,78,67,1.15,IT,1707171109
328,glendive,47.1053,-104.7125,7.79,65,40,0.0,US,1707171109
329,val-d'or,48.1002,-77.7828,-2.6,87,96,1.87,CA,1707171109
330,fale old settlement,-9.3852,-171.2468,29.12,78,87,11.6,TK,1707171110
331,saynshand,44.8824,110.1163,-23.41,94,14,1.59,MN,1707171110
332,zambezi,-13.5432,23.1047,19.71,88,38,2.07,ZM,1707171110
333,cozumel,20.5083,-86.9458,26.15,51,75,10.29,MX,1707171110
334,coahuayana de hidalgo,18.7,-103.6583,30.49,51,5,3.54,MX,1707171111
335,hammerfest,70.6634,23.6821,-8.75,79,0,1.54,NO,1707171111
336,labrador city,52.9463,-66.9114,-18.23,55,1,1.58,CA,1707171111
337,nova sintra,14.8667,-24.7167,21.05,68,0,7.02,CV,1707171111
338,luanda,-8.8368,13.2343,28.0,89,40,2.57,AO,1707170737
339,roma,43.2128,-75.4557,3.74,45,0,4.12,US,1707170914
340,sedrata,36.1287,7.5338,11.53,44,0,1.49,DZ,1707171112
341,praia da vitoria,38.7333,-27.0667,15.98,97,100,7.7,PT,1707171091
342,juankoski,63.0667,28.35,-10.02,98,70,2.18,FI,1707171113
343,gargalianoi,37.0667,21.6333,11.86,81,0,4.45,GR,1707171113
344,yanacancha,-10.2411,-76.6456,10.13,69,91,3.03,PE,1707171113
345,roberval,48.5168,-72.2324,-9.58,88,9,2.61,CA,1707171114
346,bagli,22.65,76.35,18.36,68,2,2.16,IN,1707171114
347,mutuali,-14.8706,37.0044,21.29,98,100,0.66,MZ,1707171114
348,burang,30.25,81.1667,-16.47,75,42,2.51,CN,1707171114
349,masterton,-40.9597,175.6575,27.28,26,33,2.43,NZ,1707171115
350,beltran,-27.8291,-64.061,40.18,20,93,7.28,AR,1707171115
351,menongue,-14.6585,17.691,18.08,95,90,1.41,AO,1707171115
352,stephenville,32.2207,-98.2023,16.54,51,0,5.66,US,1707171115
353,visby,57.6409,18.296,0.12,74,98,3.6,SE,1707171116
354,nar'yan-mar,67.6713,53.087,-18.83,97,100,1.79,RU,1707171116
355,tukrah,32.5341,20.5791,14.62,81,24,3.98,LY,1707171116
356,toamasina,-18.1667,49.3833,24.56,89,100,1.05,MG,1707171117
357,dudinka,69.4058,86.1778,-25.18,97,93,1.79,RU,1707170901
358,tamanrasset,22.785,5.5228,11.95,19,0,8.75,DZ,1707171117
359,dakhla,23.6848,-15.958,20.77,42,20,6.0,EH,1707171117
360,road town,18.4167,-64.6167,28.02,78,40,6.69,VG,1707170902
361,pimentel,-6.8367,-79.9342,28.16,65,75,6.69,PE,1707171118
362,saint-joseph,-21.3667,55.6167,21.21,76,90,3.44,RE,1707170911
363,rouyn-noranda,48.2398,-79.0288,-1.32,84,98,1.64,CA,1707171060
364,moose jaw,50.4001,-105.5344,0.15,86,100,2.06,CA,1707171119
365,winslow,35.0242,-110.6974,17.1,20,0,4.12,US,1707171119
366,launceston,-41.45,147.1667,16.0,51,75,5.66,AU,1707171057
367,erenhot,43.6475,111.9767,-16.89,96,77,2.89,CN,1707171120
368,choyr,46.3611,108.3611,-22.45,89,9,2.31,MN,1707171120
369,akrehamn,59.2667,5.1833,1.9,74,75,3.09,NO,1707171121
370,fisterra,42.9049,-9.2629,10.01,76,98,0.8,ES,1707171121
371,vilhena,-12.7406,-60.1458,23.37,85,100,0.98,BR,1707171121
372,chonchi,-42.6128,-73.8092,21.56,49,43,2.85,CL,1707170817
373,diego de almagro,-26.3667,-70.05,25.97,35,0,5.11,CL,1707171122
374,hasaki,35.7333,140.8333,2.94,90,100,12.24,JP,1707171122
375,comitancillo,15.0833,-91.7167,23.24,44,9,2.21,GT,1707171122
376,simian,44.6142,22.7072,12.16,62,11,6.76,RO,1707171123
377,luganville,-15.5333,167.1667,29.35,74,92,0.41,VU,1707171123
378,tonnay-charente,45.95,-0.9,7.98,84,100,2.22,FR,1707171123
379,pisco,-13.7,-76.2167,29.03,61,0,6.69,PE,1707170925
380,el abiodh sidi cheikh,32.893,0.5484,8.29,41,99,1.93,DZ,1707171124
381,kurumkan,54.3,110.3,-19.37,88,91,1.79,RU,1707171124
382,guerrero negro,27.9769,-114.0611,19.4,51,94,4.1,MX,1707170810
383,tofol,5.3248,163.0078,27.84,72,100,6.94,FM,1707170919
384,mount isa,-20.7333,139.5,27.87,89,75,0.51,AU,1707171125
385,curepipe,-20.3147,57.5203,20.03,86,34,2.72,MU,1707171125
386,holualoa,19.6228,-155.9522,24.91,72,40,6.17,US,1707171126
387,likasi,-10.9814,26.7333,17.44,96,100,1.18,CD,1707171126
388,severomorsk,69.0689,33.4162,-28.78,100,95,2.45,RU,1707171126
389,ust-tsilma,65.441,52.1498,-33.55,100,100,0.45,RU,1707171127
390,vorgashor,67.5833,63.95,-24.77,98,36,2.49,RU,1707171127
391,dong ha,16.8163,107.1003,21.72,96,20,0.17,VN,1707171127
392,ulladulla,-35.35,150.4667,19.03,96,100,7.62,AU,1707170892
393,alcochete,38.7553,-8.9609,16.43,90,0,3.09,PT,1707171128
394,nagqu,31.5,92.0,-8.02,18,96,8.3,CN,1707171128
395,zaragoza,41.6561,-0.8773,14.45,100,100,0.0,ES,1707171128
396,tsumeb,-19.2333,17.7167,21.83,70,100,2.62,NA,1707171129
397,padang,-0.9492,100.3543,26.03,84,97,1.54,ID,1707171129
398,kavieng,-2.5744,150.7967,28.57,75,100,1.47,PG,1707171129
399,shingu,33.7333,135.9833,4.48,84,29,3.1,JP,1707171130
400,purranque,-40.9167,-73.1667,23.49,56,89,1.51,CL,1707171130
401,boende,-0.2167,20.8667,23.14,78,46,1.19,CD,1707171130
402,cidreira,-30.1811,-50.2056,24.52,87,42,4.69,BR,1707171131
403,vodnyy,63.5046,53.4095,-20.33,98,98,2.61,RU,1707171131
404,constitucion,-35.3333,-72.4167,20.58,61,80,7.05,CL,1707171057
405,ingeniero guillermo n. juarez,-23.9,-61.85,39.21,21,66,5.67,AR,1707171132
406,karratha,-20.7377,116.8463,26.89,68,14,1.61,AU,1707170820
407,kudahuvadhoo,2.6708,72.8944,27.3,84,88,7.3,MV,1707171132
408,dadukou,26.5479,101.7054,7.38,79,1,0.62,CN,1707171133
409,naryn,41.4287,75.9911,-13.41,72,100,3.66,KG,1707171133
410,chokwe,-24.5333,32.9833,23.47,89,49,1.75,MZ,1707171133
411,grand falls-windsor,48.9332,-55.6649,-0.28,95,100,7.73,CA,1707171133
412,taltal,-25.4,-70.4833,23.32,73,0,2.15,CL,1707171134
413,gunnison,38.7,-107.0673,3.84,70,95,1.09,US,1707171134
414,ebon,4.582,168.6964,28.5,73,95,7.33,MH,1707171134
415,verkhnevilyuysk,63.4453,120.3167,-36.8,100,78,0.72,RU,1707171135
416,puerto aysen,-45.4,-72.7,19.34,50,10,2.81,CL,1707171135
417,colby,39.3958,-101.0524,12.68,64,0,5.66,US,1707171136
418,ocean shores,46.9737,-124.1563,9.62,86,100,2.68,US,1707171136
419,castlegar,49.2998,-117.6689,4.43,87,100,0.55,CA,1707171137
420,syktyvkar,61.6764,50.8099,-20.05,84,75,2.0,RU,1707171137
421,new norfolk,-42.7826,147.0587,13.84,54,67,1.67,AU,1707171137
422,strugi-krasnyye,58.2675,29.1114,-5.66,95,61,2.72,RU,1707171138
423,zouerate,22.7187,-12.4521,18.31,15,36,4.2,MR,1707171138
424,terbanggi besar,-4.8667,105.2333,23.85,95,100,2.25,ID,1707171138
425,kailua-kona,19.6406,-155.9956,26.98,70,40,6.17,US,1707170770
426,sainte-anne-des-monts,49.124,-66.4924,-3.58,90,100,4.42,CA,1707171139
427,coro,11.4045,-69.6734,27.94,77,76,0.39,VE,1707171139
428,qujing,25.4833,103.7833,8.92,59,0,4.76,CN,1707171140
429,xinzhi,36.4989,111.7047,-1.9,82,99,2.0,CN,1707171141
430,barabinsk,55.3571,78.357,-5.32,92,87,6.73,RU,1707171141
431,jumla,29.2747,82.1838,-2.18,63,3,2.77,NP,1707171142
432,pali,25.7667,73.3333,16.27,41,70,2.85,IN,1707171143
433,happy valley-goose bay,53.3168,-60.3315,-15.55,98,95,1.02,CA,1707171143
434,revda,56.801,59.9303,-3.52,89,81,4.03,RU,1707171143
435,peace river,56.2501,-117.286,-1.57,46,100,3.67,CA,1707171144
436,bogale,16.2833,95.4,18.92,77,1,2.47,MM,1707171144
437,nicoya,10.1483,-85.452,30.8,53,66,4.48,CR,1707171145
438,onega,63.9061,38.1404,-24.28,98,91,1.72,RU,1707171145
439,tatsinskiy,48.1968,41.2756,0.36,97,100,6.61,RU,1707171146
440,acapulco de juarez,16.8634,-99.8901,28.9,65,20,3.09,MX,1707171122
441,ivdel',60.6911,60.4206,-16.65,97,100,0.89,RU,1707171147
442,hadibu,12.65,54.0333,24.75,74,10,3.07,YE,1707171147
443,raja,8.4596,25.678,22.19,23,6,2.05,SS,1707171147
444,la'ie,21.6477,-157.9253,26.98,63,26,5.36,US,1707171148
445,yashkul',46.1711,45.3435,4.14,88,100,7.71,RU,1707171148
446,mukalla,14.5425,49.1242,22.79,77,16,1.22,YE,1707171148
447,luwuk,-0.9516,122.7875,25.6,87,100,1.2,ID,1707171148
448,plymouth,41.8334,-70.8328,3.45,49,100,4.63,US,1707171149
449,ankazobe,-18.3167,47.1167,18.23,98,100,1.07,MG,1707171149
450,ghat,24.9647,10.1728,11.19,37,6,2.13,LY,1707171149
451,taman',45.2117,36.7161,5.24,74,76,14.92,RU,1707171150
452,puerto lempira,15.2667,-83.7667,28.08,74,20,10.15,HN,1707171150
453,magadan,59.5667,150.8,-21.85,76,100,4.08,RU,1707171150
454,bairnsdale,-37.8333,147.6167,16.14,81,100,0.45,AU,1707171151
455,kudat,6.8837,116.8477,25.27,87,96,3.99,MY,1707171151
456,martakert,40.2104,46.821,5.77,53,98,2.59,AZ,1707171151
457,naze,28.3667,129.4833,13.91,69,8,6.16,JP,1707171152
458,gadzhiyevo,69.2551,33.3362,-19.1,100,99,2.9,RU,1707171152
459,kantunilkin,21.0917,-87.45,24.05,41,10,5.52,MX,1707171152
460,heunghae,36.1125,129.3522,0.92,86,98,3.5,KR,1707171153
461,sultanah,24.4926,39.5857,17.25,13,0,3.6,SA,1707171153
462,cabedelo,-6.9811,-34.8339,28.37,77,34,4.77,BR,1707171153
463,bulgan,48.8125,103.5347,-20.37,92,23,1.51,MN,1707171153
464,atafu village,-8.5421,-172.5159,28.78,78,100,11.69,TK,1707171154
465,murzuq,25.9155,13.9184,11.19,41,0,3.25,LY,1707171154
466,ordu,40.9086,37.6845,9.28,69,100,5.12,TR,1707171154
467,san pedro pochutla,15.7333,-96.4667,27.84,66,59,3.23,MX,1707171154
468,laojunmiao,39.8333,97.7333,-9.68,80,100,2.73,CN,1707171155
469,bahia blanca,-38.7196,-62.2724,34.02,35,36,4.51,AR,1707171155
470,newman,37.3138,-121.0208,13.97,55,100,3.8,US,1707171155
471,zarghun shahr,32.8473,68.4457,-11.06,88,7,2.4,AF,1707171156
472,kirakira,-10.4544,161.9205,28.89,78,80,4.81,SB,1707171156
473,sibolga,1.7427,98.7792,24.56,89,97,1.55,ID,1707171156
474,patulul,14.4167,-91.1667,29.74,56,53,3.58,GT,1707171156
475,san andres,12.5847,-81.7006,29.01,74,40,4.12,CO,1707171157
476,general acha,-37.377,-64.6043,38.62,20,65,5.96,AR,1707171157
477,mahajanga,-15.7167,46.3167,27.0,81,78,1.82,MG,1707170917
478,quartu sant'elena,39.2419,9.1839,12.8,70,0,4.12,IT,1707171158
479,fort mcmurray,56.7268,-111.381,-9.64,76,100,3.82,CA,1707171100
480,borazjan,29.2666,51.2159,12.5,50,0,1.32,IR,1707171158
481,tevriz,57.509,72.4042,0.44,98,100,5.66,RU,1707171159
482,sabha,27.0377,14.4283,11.27,42,0,2.36,LY,1707171159
483,makoua,0.0069,15.6333,25.83,60,66,1.79,CG,1707171159
484,guijuelo,40.5576,-5.6707,7.59,81,100,0.89,ES,1707171160
485,banjar,-8.19,114.9675,25.29,91,94,1.92,ID,1707171160
486,lubang,13.8584,120.124,25.94,78,85,7.48,PH,1707171160
487,aixe-sur-vienne,45.7986,1.1388,5.21,100,100,1.54,FR,1707171161
488,sabang,5.8933,95.3214,27.6,76,100,4.99,ID,1707171161
489,mcalester,34.9334,-95.7697,16.05,33,40,3.6,US,1707171161
490,gustavia,17.8962,-62.8498,27.69,83,100,1.79,BL,1707171014
491,kalispell,48.1958,-114.3129,2.1,91,100,1.54,US,1707171162
492,as sulayyil,20.4607,45.5779,16.14,37,100,3.56,SA,1707171162
493,wanning,18.8003,110.3967,22.1,94,22,2.36,CN,1707171163
494,khairpur nathan shah,27.0936,67.7337,17.25,48,93,3.24,PK,1707171163
495,prince rupert,54.3161,-130.3201,3.98,57,0,1.22,CA,1707171163
496,okha,53.5739,142.9478,-23.6,99,42,4.69,RU,1707170893
497,zaltan,32.947,11.8665,15.19,43,0,3.28,LY,1707171164
498,trevelin,-43.0858,-71.4639,23.26,31,100,3.64,AR,1707171164
499,dehui,44.5333,125.7,-17.61,93,100,2.09,CN,1707171164
500,port hedland,-20.3167,118.5667,28.03,83,75,3.6,AU,1707171165
501,anandnagar,27.1,83.2833,12.38,94,0,2.11,IN,1707171165
502,prado,-17.3411,-39.2208,25.84,85,54,2.85,BR,1707171165
503,yelets,52.6237,38.5017,-6.97,96,92,3.9,RU,1707171166
504,fort st. john,56.2499,-120.8529,-2.66,48,100,1.69,CA,1707171066
505,puerto deseado,-47.7503,-65.8938,17.76,55,0,8.07,AR,1707171166
506,hun,29.1268,15.9477,11.52,56,0,1.21,LY,1707170964
507,crucecita,-28.95,-58.9833,34.19,40,8,4.34,AR,1707171167
508,nishinoomote,30.7333,131.0,14.04,67,8,8.44,JP,1707171167
509,anqing,30.5092,117.0506,-0.86,90,100,4.45,CN,1707171167
510,novyy urgal,51.0736,132.5642,-31.99,100,100,0.68,RU,1707171167
511,shamil'kala,42.6858,46.8639,2.24,63,54,4.08,RU,1707171168
512,martapura,-3.4167,114.85,26.05,100,100,0.51,ID,1707171168
513,kundiawa,-6.0167,144.9667,18.5,94,95,0.68,PG,1707171168
514,pirallahi,40.4723,50.333,10.08,59,61,15.15,AZ,1707171169
515,kourou,5.1552,-52.6478,28.03,87,81,3.77,GF,1707171169
516,prainha,-1.8,-53.48,31.4,45,50,2.13,BR,1707171169
517,urucara,-2.5364,-57.76,29.1,65,82,1.99,BR,1707171169
518,xifeng,42.7372,124.7222,-14.65,91,100,1.33,CN,1707171170
519,ma'rib,15.4591,45.3253,21.06,43,32,1.81,YE,1707171170
520,turpan,42.9333,89.1667,-0.52,50,5,1.0,CN,1707171170
521,palikir - national government center,6.9248,158.1611,28.47,84,100,4.12,FM,1707171170
522,dunedin,-45.8742,170.5036,19.01,60,100,1.64,NZ,1707171171
523,bridgewater,44.3835,-64.5155,1.17,83,98,8.23,CA,1707170707
524,krasnogorskoye,52.2953,86.1979,-9.39,98,80,1.62,RU,1707171171
525,crane,31.3974,-102.3501,15.11,36,4,2.11,US,1707171172
526,illizi,26.4833,8.4667,12.52,35,0,4.27,DZ,1707171172
527,xai-xai,-25.0519,33.6442,24.07,89,50,3.6,MZ,1707171172
528,arraial do cabo,-22.9661,-42.0278,25.45,88,61,5.71,BR,1707170897
529,onguday,50.75,86.15,-14.39,95,99,1.61,RU,1707171173
530,barah,13.7,30.3667,16.87,18,12,4.81,SD,1707171030
531,port lincoln,-34.7333,135.8667,16.6,59,0,4.58,AU,1707171173
532,lincoln city,44.9582,-124.0179,9.98,96,100,3.58,US,1707171108
533,villa de soto,-30.8552,-64.9995,32.44,22,46,8.13,AR,1707171174
534,strezhevoy,60.7333,77.5889,-7.8,94,100,5.81,RU,1707171174
535,richmond hill,43.8711,-79.4372,2.43,70,80,2.8,CA,1707171169
536,necochea,-38.5473,-58.7368,26.58,47,100,8.55,AR,1707171174
537,marawi city,8.0,124.2833,19.11,93,83,0.64,PH,1707171175
538,harper,4.375,-7.7169,27.54,80,10,4.13,LR,1707171175
539,broken hill,-31.95,141.4333,15.99,49,0,10.85,AU,1707171175
540,yamada,39.4667,141.95,-0.56,75,100,2.57,JP,1707171175
541,cosala,24.4125,-106.6908,33.85,10,2,2.47,MX,1707171176
542,okhotsk,59.3833,143.3,-23.56,81,55,5.63,RU,1707171176
543,preobrazheniye,42.9019,133.9064,-9.29,67,99,2.11,RU,1707171176
544,arteche,12.2645,125.4048,25.35,86,100,4.62,PH,1707171176
545,rawson,-43.3002,-65.1023,28.36,28,100,5.08,AR,1707171177
546,luderitz,-26.6481,15.1594,18.72,90,0,3.44,NA,1707171177
547,hobyo,5.3505,48.5268,25.95,80,86,6.87,SO,1707171177
548,ha'il,27.5219,41.6907,7.01,61,0,0.0,SA,1707171177
549,itaituba,-4.2761,-55.9836,28.22,73,75,0.7,BR,1707171178
550,trincomalee,8.5711,81.2335,26.78,67,96,4.87,LK,1707171178
551,kenai,60.5544,-151.2583,-5.51,88,100,5.14,US,1707171178
552,rongelap,11.1635,166.8941,26.56,83,87,8.86,MH,1707171178
553,vetluga,57.8557,45.781,-20.71,100,100,1.26,RU,1707171179
554,lourdes,43.1,-0.05,7.71,93,100,2.57,FR,1707171179
555,callao,-12.0667,-77.15,29.16,58,0,5.66,PE,1707171179
556,'ali al gharbi,32.4633,46.6864,14.41,41,100,1.87,IQ,1707171180
557,vardenis,40.1827,45.7311,-5.9,83,98,4.83,AM,1707171180
558,huntsville,34.7304,-86.5861,18.89,35,0,5.66,US,1707170908
559,acajutla,13.5928,-89.8275,29.28,58,17,5.03,SV,1707170781
560,berezovyy,51.6667,135.7,-23.6,96,5,1.05,RU,1707171180
561,cileunyi,-6.9389,107.7528,23.31,92,94,0.83,ID,1707171181
562,khandyga,62.6667,135.6,-43.65,100,62,1.03,RU,1707171181
563,aquiraz,-3.9014,-38.3911,29.05,79,46,6.35,BR,1707171047
564,barclayville,4.6797,-8.2339,26.66,84,56,1.37,LR,1707171182
565,morehead city,34.7229,-76.726,12.02,66,100,6.71,US,1707171182
566,flin flon,54.7682,-101.865,-0.38,96,100,2.48,CA,1707171182
567,ingeniero jacobacci,-41.3427,-69.5448,25.7,24,100,9.84,AR,1707171183
568,corumba,-19.0092,-57.6533,29.84,79,40,0.0,BR,1707171183
569,alvaraes,-3.2208,-64.8042,29.93,93,90,1.44,BR,1707171183
570,skagen,57.7209,10.5839,3.46,79,100,3.78,DK,1707171184
571,bukama,-9.2,25.85,21.66,94,100,0.52,CD,1707171184
572,promyshlennaya,54.9159,85.6385,-4.47,92,75,3.51,RU,1707171185
573,fauske,67.2588,15.3918,-4.01,84,86,3.6,NO,1707171185
574,tarauaca,-8.1614,-70.7656,26.58,92,43,1.38,BR,1707171185
575,sao felix do xingu,-6.6447,-51.995,23.54,95,100,1.02,BR,1707170996
576,conceicao do araguaia,-8.2578,-49.2647,24.19,90,100,1.26,BR,1707171186
